Question,Entity-Type
How many chromosomes are typically found in human body cells?,CARDINAL
What is the number of base pairs in the human genome approximately?,CARDINAL
In humans, how many pairs of autosomes are there?,CARDINAL
Approximately how many genes does the human genome contain?,CARDINAL
How many different types of bases make up DNA's structure?,CARDINAL
What is the approximate molecular weight of a single nucleotide in daltons?,CARDINAL
On average, how many mutations occur per generation in humans?,CARDINAL
How many nitrogenous bases are there that commonly compose DNA molecules?,CARDINAL
In genetic mapping, what is the unit used to measure the distance between genes on a chromosome typically measured in (centimorgans)?,CARDINAL
What number represents the approximate percentage of the human genome composed of coding DNA sequences?,CARDINAL
How many hydrogen bonds connect adenine and thymine in a DNA molecule?,CARDINAL
In diploid cells, what is the total number of chromosomes from each parent?,CARDINAL
What is the typical number of ribosomes found in eukaryotic cells to facilitate protein synthesis?,CARDINAL
How many different amino acids are encoded by the genetic code used in protein biosynthesis?,CARDINAL
On average, how many new mutations does a child inherit from their parents combined?,CARDINAL
How many types of RNA polymerase enzymes exist in eukaryotes for transcribing different kinds of RNA molecules?,CARDINAL
What is the approximate number of proteins that can be encoded by one gene through alternative splicing?,CARDINAL
In a typical human cell, how many mitochondria might you find?,CARDINAL
How many types of codons are there in the genetic code used to specify amino acids during protein synthesis?,CARDINAL
What number represents the approximate percentage of DNA that is identical between any two humans?,CARDINAL
When was the structure of DNA first discovered?,DATE
What year did James Watson and Francis Crick propose their double helix model for DNA?,DATE
In which year was Gregor Mendel's work on genetics rediscovered?,DATE
When was the Human Genome Project completed?,DATE
What is the exact date when the term "genetics" was first used by William Bateson?,DATE
On what date did Barbara McClintock receive the Nobel Prize in Physiology or Medicine for her discovery of genetic transposition?,DATE
Which year marked the beginning of CRISPR-Cas9 gene editing technology?,DATE
When was the first genetically modified organism created?,DATE
What date signifies the official announcement of Rosalind Franklin's contribution to DNA structure determination?,DATE
In which year did scientists first sequence a complete human genome as part of the Human Genome Project?,DATE
On what specific date was the Genetic Information Nondiscrimination Act (GINA) signed into law in the United States?,DATE
When was the first successful gene therapy trial conducted on humans?,DATE
What is the date of the discovery of RNA interference by Andrew Fire and Craig Mello?,DATE
In which year did researchers sequence the genome of Neanderthals for the first time?,DATE
On what date was the first draft of the human genome completed and announced to the world at a White House ceremony in 2000?,DATE
When were synthetic yeast chromosomes created as part of the Synthetic Yeast Genome Project (Sc2.0)?,DATE
What year did scientists successfully use CRISPR-Cas9 technology to edit genes inside a living organism for the first time?,DATE
In which year was the concept of epigenetics introduced by Conrad Waddington?,DATE
On what date were the results from the 1000 Genomes Project, an international collaboration to establish the most detailed catalogue of human genetic variation, made public?,DATE
When did the field of genetics begin to incorporate next-generation sequencing technologies for more efficient genome analysis?,DATE
What triggered the Human Genome Project?,EVENT
